,text
322,回复@Backsfens:吊炸了
323,美国的波音不产发动机，人家可以用美国通用电气公司的发动机，法国的空客也不产发动机，人家可以用法国赛峰集团的发动机，，，中国的商飞也不产发动机，我们用通用赛峰合资的cfm公司的发动机，你说屌不屌
324,全球化我初中就学了，虽然我只是高中生，但这些道理我还是懂的。
325,我本来觉得挺好的，结果各种微博整天给我灌输这是个壳子的思想。。。我现在真觉得是个壳子了。。。
326,要智造啊！
327,回复@船长__captain:听不懂我的话就回小学找语文老师上上课，没必要在这秀智商
328,回复@窝在被窝打麻将:那没必要讨论。是不是壳子，你自己心里不清楚？壳子能飞？
329,回复@稀土部队脑残粉:发动机技术并不是最关键的 关键的东西还有很多
330,回复@船长__captain:我不是专业的，也没有专门去研究过，我不懂所以我问是很正常的，如果问一下就是傻*、喷子，我无话可说好吧？您什么都懂，您最厉害好吧？
331,回复@耶鲁学者:滚吧，喷子，键盘侠，mdzz
332,就是在这帮喷子的嘴里，我们有了高铁，国产飞机，航母，连空间站都上天了。随你继续喷╮(╯▽╰)╭等到国内航线飞的都是国产飞机我看你坐不坐
333,看到有些评论，只想说：你以为飞机就一个发动机就能飞啊？那你试试买个航空发动机装在大巴车后面，然后随便弄两个翅膀，你看能正常起落不？
334,又领狗粮了？
335,没有正面回答问题
336,回复@耶鲁学者:你怎么又来了
337,加油！
338,这话老子就不爱听了，就造空壳子？我他么的把手机零件都给你买好，你给老子设计组装一个手机出来
339,虽然飞机不是第一 但是我们的喷子是啊
340,加油，中国
341,回复@黎离罹璃狸:中国不是一直提倡地产兴邦，实业误国吗
342,回复@唯美散文诗:谁说了是米国的  不是美国的吗
343,回复@耶鲁学者:这是耶鲁被黑的最惨的一次
344,以后国家领导出访就坐我们自己的飞机，骄傲！
345,回复@唯美散文诗:自主拼装，承认就好
346,总有些唱衰党，这个人何必理会继续征途
347,回复@云风飞杨-i:你好像很懂技术哦，来讲讲，苹果从零件加工到组装都是用的国外技术产的零件国外工厂组装，他们的技术是什么？你说出个一二三四呗！毕竟按照你的逻辑一分析苹果的制造根本不不是美国自主知识产权的呢！
348,我只希望这个飞机的制作研发跟你没有一丁点儿关系，那就不要在质疑它是不是纯国产。有些人可以为这个飞机熬了一辈子心血，可你却在质疑他们的付出。你没有资格!
349,回复@耶鲁学者:就你还敢叫学者
350,还有实事求是吗，红卫兵遇昩透项
351,回复@实在编不出名字了:还是支持吧 希望再接再厉
352,回复@livenorthkindergarten:差不这个意思，没创新，但是从无到有的过程。而且这个技术全球有两百多个国家还没有
353,说这个话的 是对现代制造业的特点没有基本概念。放眼世界范围 所有大型设备以及高科技产品 哪里有一国完全解决的呢？把行业内成熟优秀的产品加以整合利用 不仅理性 更显示出自信。
354,喷子去死吧
355,回复@花里胡哨ts:其实把喷子们装上去，只有发动机都是国产的
356,评论水的不行 壳子就壳子呗 自吹自擂有意思？
357,回复@范云-:把你装上，都有国产发动机了
358,让乐视贾跃亭做个PPT，然后让成龙代言，再让小米雷军去卖，五秒绝逼能卖十万架！还是先付钱后发货！记住，一定要请格力董明珠监督执行！
359,集成是等于组装么？ 有什么创新的技术么？
360,国家造个壳子就够了，剩下的交给喷子造就行了。
361,回复@不如唱唱反调:你不能要求一口吃成胖子
362,回复@芋头头头头头头_:有味网友说的好，很多人爱国心切，容不得别人质疑几句，说白了还是自尊心过强，自信心不足，来自于深深的自卑！中国曾经是伟大的文明古国，应该自我要求高一点……
363,回复@小粉蛆:看你名字就让人恶心到了，小马甲拉黑
364,回复@芋头头头头头头_:呵呵，人家登月，也没说成是登上火星啊？
365,转发微博
366,回复@范云-:小粉红这么敏感？？
367,回复@耶鲁学者:就你这的脑子还耶鲁...你身上的衣服是你自己织的布？你吃的东西全是自己种出来的的？你用微博干什么？自己造一个软件自己意淫去呀...纯牌汉奸
368,回复@瓜丝麦饼:还真给你说对了，飞机这种高速极端条件下工作的工具，外壳，设计与集成都是不亚于发动机的核心技术。就那个壳子地球上找不到第四个国家能造出来了
369,我懂了 组装起来就是个技术活
370,回复@昵称什么的根本没有必要:利润都让国外赚了，懂不懂？
371,回复@Love高晟:可是圆珠笔已经造出来了
372,回复@小时光-旅行:我可没说不买国产品牌
373,回复@Love高晟:按你的逻辑说，你现在使用的小米手机有多少是国产的，那你还买？
374,最重要是造出来了，先解决有没有问题，之后就是继续升级完善了，加油我们的国！永远热爱！
375,回复@_D丶K:谁让他们是喷子呢
376,其实我就想知道   引擎到底是谁造的   飞机的核心技术啥的  跟我个屁民有鸡吧毛关系？嗯？ 来来来  谁告诉告诉我  跟我有你妈逼关系？？目前的事  是不是我们国家造出来大飞机了？ 是这么回事吧？这东西是不是我们国家造的呀。？是吧  ？是你还逼逼你妈逼？你管它引擎谁造的呢 跟你有你妈逼关系啊？
377,回复@爆炸的两个小丸子:你说的有点道理，不过飞机这种在高速极端条件下工作的工具，即使是外壳也属于核心技术。我们国家现在做到了，而且这个地球上找不到第四个国家能做了。另外，设计和集成技术也是核心技术之一，否则飞机会解体。至于发动机，这个已经在研制了，这是个难关，可能要好几代人才有突破。
378,回复@大白鸟_dreaming:一是技术研究需要投入，第一不是要考虑用在哪；二是可以参与世界竞争，成为飞机制造商的供应商，一切都以技术为前提；三是你不懂测试，测试不是要有整架飞机飞上天才能测试，那样的话第一架飞机怎么研发？成本谁能负担？
379,没必要去在乎一些人的话，说出这些话的人连税都交不上，哪个国家不是一点点借鉴过来的呢，时间会给我们答案的。加油
380,60多年的祖国就能造飞机，60多年的美国、欧洲能么
381,回复@耶鲁学者:哇塞  果然让你高潮了
382,核心零部件外包还是采购，有很大区别的。
383,回复@耶鲁学者:花你钱了，怀疑你是否纳过税啊
384,夏虫不可语冰
385,这是承认就是干了个组装的活了
386,回复@NV4500X:
387,回复@Runway34L:
388,急于求成的人多半是不会成就伟大事业的。。
389,说白了就是等于一个富士康，代工的
390,能组装起飞就不错了，万事开头难。
391,回复@窝在被窝打麻将:你是喷子呀
392,回复@耶鲁学者:我说怎么这么熟悉，原来是上次喷航母的那个喷子
393,回复@先進鹹陽爲王上:读书使人进步😃那个飞机壳不是手机壳，和发动机一样属于核心技术。这个地球上你找不出第四个国家可以制造这个壳子。还有进口的部件组装，那叫设计与集成技术，也是核心技术之一，不然飞到一半就解体了。还有研发完全自主国产的航空发动机你说那点钱都不够塞牙缝的
394,回复@先進鹹陽爲王上:那几千个亿的研发费都让谁弄去了？
395,波音空客系列飞机部件也并不全都是本国或联盟内国家生产的，不懂行请不要乱说话
396,飞机本来就是组装机，没有哪个国家做飞机是全部国产的好吧。
397,回复@耶鲁学者:一句话暴露狗腿子的身份
398,回复@NV4500X:飞机结构专业
399,回复@耶鲁学者:空客和波音那么多中国零件怎么说？
400,回复@墨之铭:+1
401,回复@稀土部队脑残粉:我们中国的事轮到你管。
402,空客和波音上有多少中国产品？
403,//@退休教师范睦群：有好的想法，才有好的做法，总有一天会拿出世人刮目相看的好产品——国家品牌计划！
404,回复@Hosesn:关键技术没掌握？读书使人进步😃造出来的是飞机壳不是手机壳，那也是几大核心技术之一，这个地球上找不到第四个国家能造出来了。包括你吐槽的拼装，那叫设计与集成技术，也是不亚于发动机技术的，不然你飞到一半就在空中解体了。
405,回复@麦苏子:读书使人进步，很遗憾的告诉你，那个不是手机壳，那个壳子属于飞机核心技术之一，不亚于发动机。这个壳子地球上你找不出第四个国家可以生产了。
406,原来真的只是个壳子，组装了一下，大家可以放心乘坐了
407,我们国家的那些理工科人才都去哪了？
408,已经很棒了！中国加油！
409,高铁能成功，大飞一样行！
410,回复@耶鲁学者:耶鲁学子的平均智商就这样被拉低了
411,回复@憮芯朲:在有些事情上，我们对自己所做的不满意评价是我们内部人务实的表现，而不是一味捧杀，大国重器，是保护我们自身安全的最后屏障，往这里面掺假是有被灭亡的危险
412,回复@一头鲁南土驴:北斗导航有没有建立？是不是中国的？中国是不是在建立国际空间站？
413,何必冷嘲热讽，有了鼓励才有了前行的动力，没有谁生下来就会跑啊
414,回复@憶非盡:我都有点不相信，建国这么久，才制造出一台飞机，难道以前的飞机全部都是买的外国的？？？买的外国的，把飞机拆开，研究研究，不就制造出来了吗？？需要这么久吗？？？还是这个飞机有什么与众不同之处？？？？？
415,能造个盒子出来也很牛逼啊
416,选购最合适的配件组合成最好的产品才是制造业的核心价值！
417,回复@-upk:知识使人进步，多读点书吧，你以为那是手机壳子和你家窗玻璃？就那个壳子和四块玻璃这个地球上没有第四个国家能弄出来。
418,壳子就是壳子，还专门拿个玻璃四块说事
419,那些无脑喷说的好像给你一堆零件你也能攒一架飞机似的
420,回复@小粉蛆:照你这么说，C919=波音飞机？真要这样你不闹，波音早就开闹了！碳纤维是不是中国自己研发创新的？
421,回复@用户3547825821:哦…不错嘛…你可能不知道什么叫自主知识产权，人家波音不给设计图纸，品控要求你能生产出来？人要有点智商。没有其它国家提供的设计图纸，专利方案，单凭中国能组装个？问题是是中国设计的…？房子框架是中国设计的，水泥沙子钢筋可是国外设计的。人要实事求是
422,都说了50%国产。波音已经在中国开厂，利益捆绑在一起。你什么东西都不用别人的就是全世界的敌人，全世界要想生存只需要干一件事，就是联合起来干掉你。全球化主要争夺的是产业链制高点，而不是作死吃独食。
423,咋就看不得祖国好？？？？
424,回复@小说迷淮南枳:了解了一下 你说的对
425,回复@爱好不多兴趣广泛:为什么不能比？同样是世界上潜力巨大的国家，拥有相当于甚至优于中国的地理资源和政治环境，人口数量也不至于像俄罗斯一样尴尬，高速发展的全部优势都已经具备了的国家，怎么就不能拿来和中国比？
426,回复@稀土部队脑残粉:看到都在骂你，我就安心了
427,回复@憮芯朲:你可以看下许其凤老爷子的讲话，再来谈北斗跟空间站。明年你就可以说中国造出了大飞机。
428,就像多年前圆珠笔的钢珠，真正的核心技术永远靠进口，可以说教育真是落后人家太远太远，却依旧在自我安慰
429,回复@黎离罹璃狸:已经有不小进步了，歼20的发动机有的好像就是国产的，这个记不清了，不过肯定有一款先进战机是国产发动机。
430,回复@耶鲁学者:看到大家都在骂你，我就放心了
431,先解决有，再解决好，这个是所有产品的必经之路。喷子之所以喷，是因为在生活中天天被别人喷。
432,回复@耶鲁学者:全世界都欠你爹一个避孕套
433,回复@散发萬丈光芒的男人:老司机，稳！赞你一个
434,中国不比别人差🇨🇳
435,回复@农家猪大叔3s:不是同一个公司可是人家同一个国家啊…
436,回复@耶鲁学者:所以你没有文化
437,回复@小粉蛆:研发设计制造，没说错啊！大飞机总装集成，你以为是搭积木，堆在一起就行啊！没有设计研发出不了总装图
438,回复@快跪下让兵长好好疼你:你确定中国不会研究？这几年航空航天科技的发展感情都是造壳子去了。如果 C919是壳子的话，那y20 怕也一样是壳子吧
439,回复@似是故r人来:没时间生产 没必要研究 和不会生产差距还是很大的 这个没什么好洗的 可以不产但是要会 类似于这种造壳子宣传国产大飞机确实没啥意思
440,回复@耶鲁学者:千里之行始于足下，耶鲁学者
441,回复@耶鲁学者:面子工程？真的想打人
442,回复@kanglian421:是啊，随着技术改进国产也能造了而且比进口的便宜太多
443,我在一家外企，国内工厂刚刚投产的时候，部件都需要进口，工厂生产十年后，三分之二的部件实现了国产，生产的产品质量反而比进口的要好，所以加油，我们的飞机会越做越棒的
444,回复@编个昵称那么难吗:辩证法学的到位
445,回复@小粉蛆:没公知哪来的粉红，没境外势力刷水军哪来的所谓共青团网评员
446,我为我的祖国骄傲
447,鼓励加谦虚，中国一定行！
448,回复@用户3547825821:不过有人挑毛病对打飞机发展是好事情，不会懈怠，看得清差距。
449,最困难的是0到1，第一步走出来，而且总装集成是关键一步，可以说是飞跃。网上的喷子除了喷，啥也不懂。
450,人家空客波音都是满世界买零件，光大翼就是好几家公司好几个国家联合整出来的。你意思是要咱们一步超越人家发展了几十年的航空工业咯？
451,回复@矮的萌的我:贼稳
452,回复@帝国养鸡场主:不记得了一般是没有，天分东西坏了拆了安回去就当是自动修好了
453,心里搁好的人是不接受光明的，就是飞机引擎是国产的他也能找出喷的理由，这种人就离他远点就好。
454,回复@耶鲁学者:举报了
455,先完成再完善，做事情不都是这个套路吗？
456,回复@憮芯朲:我就在海科路99号，不用给我讲这卫星那卫星的事情。还有量子，暗物质呢。还专门给量子通信建了京沪干线呢。在这立个flag量子通信肯定被拆穿。
457,回复@耶鲁学者:呵呵，看你网名还耶鲁学者，结果却宛如一个zz，除了喷，还会什么？
458,就是，承认差距，认识水平，才能不断进步，好听的话让看热闹的人说去，自己能攒飞机了乐呵一下就得了
459,回复@溜达猫小兰:心疼你的智商，造飞机相当于凉拌菜，凉拌菜拌不拌都能吃，一个飞机零件还能飞，另外外卖是什么鬼？难道又买了一个飞机
460,回复@谷米-御剑江湖0912:如何把金属原材变成引擎就是核心技术。如果非要用做菜比喻我国在造飞机上能种菜，造飞机的原材我国都能生产，但是炒菜这块引擎是炒不出来的。现在是自己拌了几个凉菜（机翼，尾翼）又叫了一堆外卖，摆了一桌。这一桌就是这个飞机了。歼20的引擎目前也靠进口，这就直接被限制了
461,回复@用户3547825821:那都是一些汉奸走狗
462,因为无知，所以可以大言不惭的胡说八道。
463,很多人拿造飞机和组装电脑比……这要能一样，那随便哪个国家都能采购最好的设备拼一架飞机了，别傻了好不好
464,就一个这壳子，养了多少没必要存在的企业。
465,回复@云风飞杨-i:因为无知，所以可以大言不惭的在这里胡说八道。   
466,回复@云风飞杨-i:所以波音算哪国的？空客算哪国的？
467,回复@云风飞杨-i:然而苹果也用台积电的芯片，三星的屏幕，索尼的cmos和镜头组。
468,回复@一头鲁南土驴:导航卫星世界第三
469,回复@窝在被窝打麻将:一个飞机并不只是发动机啊。看看c919参与研制高校，那一长串名字，你就明白了。
470,回复@范云-:我看评论看的真是无语，我也想问到底是不是壳子？意思是想问有多少技术是中国自主研发的，看评论一个个这么敏感。说国家不好了？到底谁才是喷子啊？
471,回复@波浪理论达人:看到我只知道三个字，我就知道我辩不过你了。
472,回复@有德叔叔:太专业，我听不懂！ 我只知道飞机的核心部件是发动机！ 电视的核心部件是液晶屏，空调的核心部件是压缩机！核心部件没有外围再美也是废品！有了核心部件外围才能起作用！
473,回复@耶鲁学者:脑子是个好东西，希望你有
474,有进步就是一切努力的成果
475,回复@稀土部队脑残粉:nc
476,一个企业要想变强大就需要这些质疑的声音来激发。
477,慢慢来 相信5年 应该全部国产了
478,我打算买一架，多少钱？
479,回复@云风飞杨-i:开始都这样哦，清末民国都发现自己制造的枪质量不好，价格还贵，当时好多人都说造不如买，结果战争来了，那叫一个惨啊，开始都是代价大，都不会，等你学会了，总结了，不就好了么，第一步不走永远没人知道下一步，就像改革初，国家建筑队质量差，耗钱多，也有好多人骂，现在我们说基建第二谁敢说第一？
480,那个，我想请问，哪个国家的飞机，所有的零件都是国产？波音，空客，麦道，苏霍伊，米高杨，洛马，达索？有吗？
481,回复@肛门后援团:没有责任感认同感？让我帮别人吹牛就是有责任感？这些事情自有商飞去干，除了四大航，订单全来自各个银行下属租赁公司，还看不出来？为啥银行采购的比航空公司还多。然后你说我做间谍？和平时期吹的牛要用战争年代士兵的血来还，你们这样捧杀就是好的？我说了，连线材都要受制国外，再说一次最简单的线
482,为祖国点赞！为正视差距，砥砺前行的态度点赞！相信不久，我智慧的中国赶超国际先进！
483,回复@油爆枇杷伴着面:他只是暴露了属性.......可能他忘记了他是美爹派来的奸细
484,回复@Runway34L:他还说F35是中国最先进的战斗机都用的外国发动机。。。我楞了好几秒都不知道该如何开口。。
485,引擎是弱项 不过期待中国第一个自主研制的发动机！
486,回复@油爆枇杷伴着面:可以把他扔到绵阳风洞里 让发动机尾焰给他吹个造型就好了
487,回复@耶鲁学者:没用的废物装作耶鲁的学子，人从壳子直烂到心🙃 倘若看不起那就别再赖在生你的这片土地
488,直视不足，奋起直追！
489,回复@耶鲁学者:犬子忤逆，望诸君海涵！！
490,每一点进步都需要肯定。
491,回复@黎离罹璃狸:能进行919这样级别的系统集成世界上有英美法中日德俄巴  能进行运20级别系统总成的有英美法中俄 能进行大涵道比民发的就只有英美 这是长时间技术垄断壁垒所形成的
492,回复@似是故r人来:可是引擎是飞机的心脏，一架飞机最重要的就是引擎，引擎不是国产的的终究还是差太多，你要说数控或者某些零件是进口的还好，主要是引擎不是国产
493,已经是好飞机了
494,运10是不是全国产的？
495,回复@Runway34L:我是恢复他人的，他说无论军民都没有国产的。
496,回复@油爆枇杷伴着面:额 朋友 涡扇10 15 20都不是民用型号 民用型号还没出来 目前中国航发集团所公布的代号是(CJ)长江1000-A 以CIVIL和JET的缩写做代号
497,回复@稀土部队脑残粉:吃着祖国的饭说着祖国的坏话，养不出来的白眼狼。
498,照你们键盘侠大神的意思那就是说iPhone这种屏幕用三星，电源模块用高通，内存用东芝，摄像头用索尼，就连组装都找富士康代工的东西也是没有自主产权的垃圾咯
499,老奶奶过马路我都不扶，我就服中国这群键盘侠。
500,要个大飞机哪里有那么容易哪里那么容易
501,回复@耶鲁学者:虽然是壳子……但是一步一步来嘛……加油！都不要太偏激…正视差距……
502,回复@狐逸之:不仅仅是材料 而是整个一线制造业.....慢看来吧
503,回复@耶鲁学者:切～看到这么多人骂你我就安心了。说的好像你从受精卵长成人不是先长壳子似的。
504,不知道评论里一味地贬低再加冷嘲热讽的都是什么心理，中国正在日益强大难道不是事实吗？反正作为一个中国人我感到很自豪！莫非那些喷子不是中国人？
505,made  in  China
506,如果是面子工程，是组装而已，那为什么全世界现在加上中国也才4个国家能造大飞机？
0,回复@努力努力再努力x:
1,祝贺祝贺 ❤️ 开心 骄傲
2,伟大的时刻，伟大的祖国！
3,祝贺祝贺 开心 骄傲
4,回复@努力努力再努力x:爱你哥哥  国家很棒
5,回复@努力努力再努力x:想你，我回来了
6,我的国好厉害啊
7,为了感谢粉丝们对博主这么久的支持，我想免费给大家发一些福利。免费的哦，大家觉得什么 好呢、
8,重庆人民发来贺电！为祖国骄傲！！！
9,回复@努力努力再努力x:早点睡啊
10,没事翻一翻微薄@大玲子的滑板鞋
11,厉害了我的国
12,回复@努力努力再努力x:祝贺
13,回复@努力努力再努力x:祝贺祝贺
14,回复@努力努力再努力x:棒！
15,回复@努力努力再努力x:祝贺祝贺开心开心！！！！
16,回复@努力努力再努力x:骄傲
17,回复@努力努力再努力x:又辣么晚睡兄台
18,回复@努力努力再努力x:爱国的小骄傲
19,回复@努力努力再努力x:骄傲！
20,回复@努力努力再努力x:开心开心👏👏
21,回复@努力努力再努力x:咱自己的大飞机
22,今天，第二架国产大飞机C919试飞成功！
23,回复@努力努力再努力x:😂
24,中国走向自主富强的航空产业领头人，加油中国就
25,回复@努力努力再努力x:看新闻还能看到艺兴哥哥的评论 爱国boy无疑了
26,10月27日11时09分，C919大型客机第二架机从山东东营胜利机场起飞，历经2小时6分，平稳降落在江西南昌瑶湖机场，圆满完成转场飞行任务。
27,回复@努力努力再努力x:开心开心
28,祖国繁荣昌盛，厉害了我的国!
29,我为中国骄傲
30,回复@努力努力再努力x:开心
31,回复@努力努力再努力x:开心开心，老公
32,嗯，为我大阎良开心ヽ(○^㉨^)ﾉ♪❤️
33,回复@努力努力再努力x:哥真是大骄傲
34,回复@努力努力再努力x:在线捞兴
35,回复@努力努力再努力x:开心！
36,回复@努力努力再努力x:哈哈。傻艺兴
37,回复@我是马男阿:p
38,只有祖国母亲强大了，我们这些当儿女们的才能在世界挺起腰杆！
39,回复@努力努力再努力x:好喜欢你这个有正能量的明星。
40,噗我们航院的西餐厅叫   C919航空主题餐厅
41,回复@努力努力再努力x:开心😁
42,回复@努力努力再努力x:我家艺兴可以说是很根正苗红了
43,回复@努力努力再努力x:祝贺👏👏开心骄傲
44,回复@努力努力再努力x:这么正能量的明星，作为一个从不追星的人，都特别喜欢他。
45,国产大飞机也是我们的中国梦！科技的发展让未来的生活充满无限可能
46,
47,山东
48,回复@苏宝宝要控制寄几:嗯呢
49,@胖成球别吃了 你们公司吗
50,回复@努力努力再努力x:我们也为你骄傲
51,祝福
52,回复@努力努力再努力x:抓
53,回复@努力努力再努力x:哇塞
54,回复@努力努力再努力x:棒
55,国家强大了国人才会更好
56,东营人民喜悦！
57,回复@杨超越的土豪男友:河口报道
58,东营？？？？厉害我的家乡
59,回复@努力努力再努力x:啊啊啊 欢迎哥哥来我们大东营帝国哦
60,回复@努力努力再努力x:你也很让我们骄傲！
61,回复@努力努力再努力x:爱国兴
62,回复@努力努力再努力x:哥哥
63,回复@努力努力再努力x:艺兴的祝贺
64,回复@努力努力再努力x:祝贺！
65,优秀，我是中国人，我骄傲
66,希望早日看到国产超大型宽体机试飞
67,祝贺祝贺
68,回复@杨超越的土豪男友:东城报道哈哈哈!
69,回复@努力努力再努力x:小骄傲
70,回复@努力努力再努力x:诶诶我Wii问问i我i
71,真好
72,祝贺 
73,东营利津人民发来贺电！
74,回复@杨超越的土豪男友:终于在微博上看到一次我大东营了还是艺兴点赞的微博！
75,回复@努力努力再努力x:啥时候来南昌呀
76,回复@努力努力再努力x:哥哥。不要熬夜
77,回复@努力努力再努力x:厉害了我的南昌
78,回复@努力努力再努力x:开心骄傲 希望我国的大飞机继续上升！
79,国强大，我自豪
80,中国小骄傲💪 💪 💪
81,好自豪呀
82,南昌人民表示是骄傲！！！
83,回复@努力努力再努力x:捉住一只羊
84,回复@努力努力再努力x:加油加油
85,从我大东营转飞，厉害了，我的东营！
86,感到骄傲
87,张艺兴[超话]骄傲
88,回复@努力努力再努力x:是江西南昌诶 早睡啊晚安
89,是南昌啊
90,10月27日11时09分，C919大型客机第二架机从山东东营胜利机场起飞，历经2小时6分，平稳降落在江西南昌瑶湖机场，圆满完成转场飞行任务。祝贺，祝贺！
91,回复@努力努力再努力x:我家哥哥真的超级爱这个国家
92,回复@努力努力再努力x:哥都几点了还不睡
93,回复@努力努力再努力x:哥哥快找个女朋友
94,回复@努力努力再努力x:嗯
95,祝贺！
96,回复@努力努力再努力x:大骄傲
97,回复@努力努力再努力x:祝贺祝贺！
98,回复@努力努力再努力x:同感@努力努力再努力x
99,厉害了
100,要早点休息，注意身体啊//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
101,回复@努力努力再努力x:啦啦
102,回复@努力努力再努力x:羊蹄子爱你哟
103,回复@努力努力再努力x:总在想不到的地方捉到羊
104,回复@努力努力再努力x:哈哈哈
105,回复@努力努力再努力x:能早点睡吗？
106,回复@努力努力再努力x:关心国家大事的根正苗红的好青年
107,回复@努力努力再努力x:抓到艺兴
108,回复@努力努力再努力x:爱国霸王龙！
109,回复@努力努力再努力x:小骄傲啊
110,回复@努力努力再努力x:南昌瑶湖!哇，我竟然是从你这儿知道的，怪不得最近听到轰隆隆的声音嘞
111,哇
112,祝贺//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
113,回复@努力努力再努力x:抓到小可爱
114,回复@努力努力再努力x:为啥艺兴的评论每次都在我这里提醒呀？唯一一个关注的人里会这样
115,回复@努力努力再努力x:啊啊啊啊我那次这边的
116,回复@努力努力再努力x:你就大半夜不睡觉昂
117,回复@努力努力再努力x:祝贺祝贺 我的国
118,回复@努力努力再努力x:开心 骄傲
119,回复@努力努力再努力x:爱国的明星
120,回复@努力努力再努力x:开心～开心
121,回复@努力努力再努力x:嘻嘻
122,回复@努力努力再努力x:哼！
123,回复@努力努力再努力x:早点睡觉吧，每天起那么早还睡呢么晚
124,回复@努力努力再努力x:早点睡觉大哥
125,回复@12荒凡与梦:对头
126,回复@19-361:我知道啊，敲可爱
127,回复@12荒凡与梦:是小艺兴~
128,回复@19-361:你的头像好可爱
129,回复@努力努力再努力x:看来我以后要多关注关注人民日报，继承哥的社会主义核心价值观
130,回复@努力努力再努力x:爱你爱你
131,回复@努力努力再努力x:祝贺祝贺开心开心
132,厉害了，我的大南昌
133,中华崛起！
134,骄傲！
135,回复@努力努力再努力x:开心开心~
136,10月27日11时09分，C919大型客机第二架机从山东东营胜利机场起飞
137,回复@努力努力再努力x:哥哥吖，你真的是超级好的吖！下午刚起来就看见这条了，哥哥真的是超级爱国的呢！
138,回复@努力努力再努力x:祝贺🎊
139,南昌人..
140,回复@努力努力再努力x:祝贺祖国
141,第二架国产大飞机C919试飞成功！
142,竟然是通过老张的点赞才知道这条新闻我大东营牛逼//@努力努力再努力x：祝贺祝贺 ❤️ 开心 骄傲
143,回复@杨超越的土豪男友:东城的在这里
144,回复@努力努力再努力x:就是要多关注国家大事[加油]
145,回复@努力努力再努力x:爱国兴(⑉°з°)-♡
146,瑶湖机场，我这边
147,很少看到明星在官媒下留言，也很少看到年轻的明星经常关注国家的大事。张艺兴真的与众不同，喜欢上他真的是我的小确幸。
148,👏👏👏👏👏👏[加油][加油][加油][加油]
149,帅哥跳舞又厉害哪里找：张艺兴
150,回复@努力努力再努力x:哥哥早休息
151,回复@努力努力再努力x:萌
152,回复@努力努力再努力x:你才是长沙小骄傲呢
153,回复@努力努力再努力x:都是骄傲
154,回复@努力努力再努力x:艺兴
155,几年前弄了一批操作台我检验的
156,厉害
157,回复@努力努力再努力x:哈哈
158,回复@努力努力再努力x:想你
159,回复@努力努力再努力x:我也开心
160,回复@努力努力再努力x:每天早上起来有一天评论，我就知道又是艺兴评论别人家的。哼
161,回复@努力努力再努力x:我们艺兴哥哥心系祖国！
162,回复@努力努力再努力x:中国小骄傲
163,希望早日商用，翱翔于蓝天之上
164,回复@努力努力再努力x:艺兴呐，早点休息啊！
165,未来伟大的航天路
166,回复@努力努力再努力x:开心～
167,回复@努力努力再努力x:哥哥我来了 祝贺
168,为我祖国强大而骄傲//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
169,出身在中国真好
170,回复@努力努力再努力x:看了你昨晚的动向，怎么说呢？坚持做好自己。一起
171,回复@努力努力再努力x:睡的太晚了
172,回复@努力努力再努力x:我就知道，这种事情肯定会有你的祝福
173,回复@努力努力再努力x:捕捉一直熬夜兴
174,回复@努力努力再努力x:大晚上不睡觉看国家大事   是我们大骄傲 没错
175,回复@-方仲文-:哈哈哈，东职＋1
176,回复@杨超越的土豪男友:东职路过
177,北京智敏科技发展有限公司作为一家业务涉及北京公检法消各分局甚至于海关总署等部委机构的公司，其为招投标不停地招新人却不给合同试用后以各种理由逼迫员工离职也不给上社保的行为虽然曾经遭到过部分人员的投诉，结果都无疾而终，所谓的“有法可依”只是摆设吗？难道失信企业知法犯法真的无人敢查吗？
178,回复@努力努力再努力x:张艺兴:跟着我一起念 脚踏实地谋发展 努力努力再努力
179,棒
180,回复@努力努力再努力x:爱国兴，大骄傲，你以为榜样
181,回复@努力努力再努力x:爱国敬业诚信友善
182,回复@努力努力再努力x:早啊。
183,回复@努力努力再努力x:祝贺祝贺开心😄
184,小骄傲大晚上不睡觉关注国家大事吗//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
185,回复@努力努力再努力x:开心，骄傲
186,回复@努力努力再努力x:大骄傲呀
187,回复@努力努力再努力x:哥哥，睡觉
188,东营厉害
189,回复@努力努力再努力x:厉害了我的国，艺兴早点睡
190,回复@努力努力再努力x:也太晚不睡了吧
191,回复@努力努力再努力x:早点休息！
192,回复@lettylai哇:莽子一个
193,回复@我姐温柔贤惠又好看:应该是  没有什么能阻挡中国！ 你这句话真的让我觉得很乖
194,回复@努力努力再努力x:艺兴艺兴艺兴艺兴
195,回复@努力努力再努力x:我的家乡
196,回复@努力努力再努力x:我发现了什么不愧是艺兴，大半夜看新闻
197,回复@努力努力再努力x:哥哥  早点睡 晚安 好梦@努力努力再努力x
198,回复@努力努力再努力x:为我的国骄傲！艺兴真是好青年！
199,回复@努力努力再努力x:咩咩
200,回复@努力努力再努力x:陕西西安阎良人在此
201,啊啊啊，我是东营人！
202,宝贝哈哈哈才抓住//@努力努力再努力x:祝贺祝贺 ❤️ 开心 骄傲
203,回复@努力努力再努力x:是我们家爱国的骄傲
204,骄傲
